gene	transcript	protein_change	score	pvalue	qvalue	info
PRR25	NA	NA	NA	NA	0.914642677137442	NA
PRR4	NA	NA	NA	NA	0.78050116942929	NA
PRR5	NA	NA	NA	NA	1	NA
PRR5-ARHGAP8	NA	NA	NA	NA	1	NA
PRR5L	NA	NA	NA	NA	0.909997732565747	NA
PRR7	NA	NA	NA	NA	0.817859154902015	NA
PRRC1	NA	NA	NA	NA	1	NA
PRRC2A	NA	NA	NA	NA	0.733019669526583	NA
PRRC2B	NA	NA	NA	NA	0.467469428484386	NA
PRRC2C	NA	NA	NA	NA	0.557428885307021	NA
PRRG1	NA	NA	NA	NA	1	NA
PRRG2	NA	NA	NA	NA	1	NA
PRRG3	NA	NA	NA	NA	0.882122625303401	NA
PRRG4	NA	NA	NA	NA	1	NA
PRRT1	NA	NA	NA	NA	1	NA
PRRT2	NA	NA	NA	NA	0.342765788498584	NA
PRRT3	NA	NA	NA	NA	0.81918571298595	NA
PRRT4	NA	NA	NA	NA	1	NA
PRRX1	NA	NA	NA	NA	0.432702360959601	NA
PRRX2	NA	NA	NA	NA	0.936137534032301	NA
PRSS1	NA	NA	NA	NA	1	NA
PRSS12	NA	NA	NA	NA	0.782511586778357	NA
PRSS16	NA	NA	NA	NA	1	NA
PRSS21	NA	NA	NA	NA	1	NA
PRSS22	NA	NA	NA	NA	1	NA
PRSS23	NA	NA	NA	NA	1	NA
PRSS27	NA	NA	NA	NA	1	NA
PRSS3	NA	NA	NA	NA	0.784376787732586	NA
PRSS33	NA	NA	NA	NA	1	NA
PRSS35	NA	NA	NA	NA	0.952786251170158	NA
PRSS36	NA	NA	NA	NA	1	NA
PRSS37	NA	NA	NA	NA	1	NA
PRSS38	NA	NA	NA	NA	1	NA
PRSS42	NA	NA	NA	NA	0.803763593371906	NA
PRSS45	NA	NA	NA	NA	1	NA
PRSS48	NA	NA	NA	NA	0.557428885307021	NA
PRSS50	NA	NA	NA	NA	1	NA
PRSS53	NA	NA	NA	NA	1	NA
PRSS54	NA	NA	NA	NA	1	NA
PRSS55	NA	NA	NA	NA	1	NA
PRSS57	NA	NA	NA	NA	0.600064383732128	NA
PRSS58	NA	NA	NA	NA	0.74767311975564	NA
PRSS8	NA	NA	NA	NA	1	NA
PRTFDC1	NA	NA	NA	NA	1	NA
PRTG	NA	NA	NA	NA	0.629538622098838	NA
PRTN3	NA	NA	NA	NA	1	NA
PRUNE	NA	NA	NA	NA	0.901435786559119	NA
PRUNE2	NA	NA	NA	NA	0.900766202640139	NA
PRX	NA	NA	NA	NA	1	NA
PSAP	NA	NA	NA	NA	1	NA
PSAPL1	NA	NA	NA	NA	1	NA
PSAT1	NA	NA	NA	NA	1	NA
PSCA	NA	NA	NA	NA	1	NA
PSD	NA	NA	NA	NA	0.244017235519677	NA
PSD2	NA	NA	NA	NA	1	NA
PSD3	NA	NA	NA	NA	0.783901053311656	NA
PSD4	NA	NA	NA	NA	0.484068592549923	NA
PSEN1	NA	NA	NA	NA	0.962036492093187	NA
PSEN2	NA	NA	NA	NA	1	NA
PSENEN	NA	NA	NA	NA	1	NA
PSG1	NA	NA	NA	NA	1	NA
PSG11	NA	NA	NA	NA	1	NA
PSG2	NA	NA	NA	NA	0.319592460960815	NA
PSG3	NA	NA	NA	NA	1	NA
PSG4	NA	NA	NA	NA	0.57420836309499	NA
PSG5	NA	NA	NA	NA	1	NA
PSG6	NA	NA	NA	NA	1	NA
PSG8	NA	NA	NA	NA	1	NA
PSG9	NA	NA	NA	NA	1	NA
PSIP1	NA	NA	NA	NA	0.273847852328226	NA
PSKH1	NA	NA	NA	NA	1	NA
PSKH2	NA	NA	NA	NA	1	NA
PSMA1	NA	NA	NA	NA	0.699605247671296	NA
PSMA2	NA	NA	NA	NA	1	NA
PSMA3	NA	NA	NA	NA	1	NA
PSMA4	NA	NA	NA	NA	0.219252026707849	NA
PSMA5	NA	NA	NA	NA	0.904397646593749	NA
PSMA6	NA	NA	NA	NA	1	NA
PSMA7	NA	NA	NA	NA	1	NA
PSMA8	NA	NA	NA	NA	1	NA
PSMB1	NA	NA	NA	NA	1	NA
PSMB10	NA	NA	NA	NA	0.863888869952193	NA
PSMB11	NA	NA	NA	NA	1	NA
PSMB2	NA	NA	NA	NA	1	NA
PSMB3	NA	NA	NA	NA	1	NA
PSMB4	NA	NA	NA	NA	1	NA
PSMB5	NA	NA	NA	NA	1	NA
PSMB6	NA	NA	NA	NA	1	NA
PSMB7	NA	NA	NA	NA	1	NA
PSMB8	NA	NA	NA	NA	1	NA
PSMB9	NA	NA	NA	NA	1	NA
PSMC1	NA	NA	NA	NA	0.955556815949604	NA
PSMC2	NA	NA	NA	NA	1	NA
PSMC3	NA	NA	NA	NA	0.9023373661804	NA
PSMC3IP	NA	NA	NA	NA	1	NA
PSMC4	NA	NA	NA	NA	1	NA
PSMC5	NA	NA	NA	NA	1	NA
PSMC6	NA	NA	NA	NA	0.990242390979905	NA
PSMD1	NA	NA	NA	NA	0.998370070689082	NA
PSMD10	NA	NA	NA	NA	1	NA
PSMD11	NA	NA	NA	NA	1	NA
PSMD12	NA	NA	NA	NA	0.78050116942929	NA
PSMD13	NA	NA	NA	NA	0.907028938166248	NA
PSMD14	NA	NA	NA	NA	1	NA
PSMD2	NA	NA	NA	NA	0.80363605723904	NA
PSMD3	NA	NA	NA	NA	1	NA
PSMD4	NA	NA	NA	NA	1	NA
PSMD5	NA	NA	NA	NA	1	NA
PSMD6	NA	NA	NA	NA	1	NA
PSMD7	NA	NA	NA	NA	1	NA
PSMD8	NA	NA	NA	NA	1	NA
PSMD9	NA	NA	NA	NA	1	NA
PSME1	NA	NA	NA	NA	0.847177742064542	NA
PSME2	NA	NA	NA	NA	1	NA
PSME3	NA	NA	NA	NA	1	NA
PSME4	NA	NA	NA	NA	1	NA
PSMF1	NA	NA	NA	NA	1	NA
PSMG1	NA	NA	NA	NA	1	NA
PSMG2	NA	NA	NA	NA	1	NA
PSMG3	NA	NA	NA	NA	0.877023783180043	NA
PSORS1C2	NA	NA	NA	NA	1	NA
PSPC1	NA	NA	NA	NA	1	NA
PSPH	NA	NA	NA	NA	1	NA
PSPN	NA	NA	NA	NA	1	NA
PSRC1	NA	NA	NA	NA	1	NA
PSTK	NA	NA	NA	NA	1	NA
PSTPIP1	NA	NA	NA	NA	0.967596954921677	NA
PSTPIP2	NA	NA	NA	NA	1	NA
PTAFR	NA	NA	NA	NA	1	NA
PTAR1	NA	NA	NA	NA	0.676806120297316	NA
PTBP1	NA	NA	NA	NA	1	NA
PTBP2	NA	NA	NA	NA	1	NA
PTBP3	NA	NA	NA	NA	0.719820541927572	NA
PTCD2	NA	NA	NA	NA	0.9023373661804	NA
PTCD3	NA	NA	NA	NA	1	NA
PTCH1	NA	NA	NA	NA	0.864991395269453	NA
PTCH2	NA	NA	NA	NA	1	NA
PTCHD1	NA	NA	NA	NA	0.986124361116696	NA
PTCHD2	NA	NA	NA	NA	0.477116043758652	NA
PTCHD3	NA	NA	NA	NA	1	NA
PTCHD4	NA	NA	NA	NA	1	NA
PTCRA	NA	NA	NA	NA	1	NA
PTDSS1	NA	NA	NA	NA	1	NA
PTDSS2	NA	NA	NA	NA	1	NA
PTEN	NA	NA	NA	NA	3.14549486388809e-41	NA
PTER	NA	NA	NA	NA	1	NA
PTF1A	NA	NA	NA	NA	0.266897139917212	NA
PTGDR	NA	NA	NA	NA	0.897935931618947	NA
PTGDR2	NA	NA	NA	NA	1	NA
PTGDS	NA	NA	NA	NA	1	NA
PTGER2	NA	NA	NA	NA	1	NA
PTGER3	NA	NA	NA	NA	1	NA
PTGER4	NA	NA	NA	NA	1	NA
PTGES2	NA	NA	NA	NA	1	NA
PTGES3	NA	NA	NA	NA	1	NA
PTGES3L-AARSD1	NA	NA	NA	NA	0.0284573832367609	NA
PTGFR	NA	NA	NA	NA	1	NA
PTGFRN	NA	NA	NA	NA	0.154055037498123	NA
PTGIR	NA	NA	NA	NA	0.813062703604575	NA
PTGIS	NA	NA	NA	NA	1	NA
PTGR1	NA	NA	NA	NA	1	NA
PTGR2	NA	NA	NA	NA	1	NA
PTGS1	NA	NA	NA	NA	0.994874518772761	NA
PTGS2	NA	NA	NA	NA	1	NA
PTH	NA	NA	NA	NA	1	NA
PTH1R	NA	NA	NA	NA	0.577665727704453	NA
PTH2R	NA	NA	NA	NA	0.921826233302899	NA
PTHLH	NA	NA	NA	NA	0.831463732724085	NA
PTK2	NA	NA	NA	NA	1	NA
PTK2B	NA	NA	NA	NA	0.818409212943147	NA
PTK6	NA	NA	NA	NA	0.422620508271737	NA
PTK7	NA	NA	NA	NA	0.553164173078242	NA
PTN	NA	NA	NA	NA	0.864424228912593	NA
PTOV1	NA	NA	NA	NA	1	NA
PTP4A2	NA	NA	NA	NA	1	NA
PTP4A3	NA	NA	NA	NA	1	NA
PTPDC1	NA	NA	NA	NA	1	NA
PTPLA	NA	NA	NA	NA	0.621406672552146	NA
PTPLAD1	NA	NA	NA	NA	1	NA
PTPLAD2	NA	NA	NA	NA	1	NA
PTPLB	NA	NA	NA	NA	0.97128617683773	NA
PTPMT1	NA	NA	NA	NA	1	NA
PTPN1	NA	NA	NA	NA	0.898837042598301	NA
PTPN11	NA	NA	NA	NA	0.146954604746009	NA
PTPN12	NA	NA	NA	NA	0.880633686341461	NA
PTPN13	NA	NA	NA	NA	0.736647678992925	NA
PTPN14	NA	NA	NA	NA	0.556308663430152	NA
PTPN18	NA	NA	NA	NA	0.986147992958219	NA
PTPN2	NA	NA	NA	NA	0.958819332566088	NA
PTPN21	NA	NA	NA	NA	0.640854785163098	NA
PTPN22	NA	NA	NA	NA	1	NA
PTPN23	NA	NA	NA	NA	1	NA
PTPN3	NA	NA	NA	NA	0.875299032072028	NA
PTPN4	NA	NA	NA	NA	0.768428249862875	NA
PTPN5	NA	NA	NA	NA	1	NA
PTPN6	NA	NA	NA	NA	0.707160165840839	NA
PTPN7	NA	NA	NA	NA	0.221584083041277	NA
PTPN9	NA	NA	NA	NA	0.550764723265873	NA
PTPRA	NA	NA	NA	NA	1	NA
PTPRB	NA	NA	NA	NA	0.447425418949272	NA
PTPRC	NA	NA	NA	NA	0.548901408270321	NA
PTPRCAP	NA	NA	NA	NA	0.656290385401643	NA
PTPRD	NA	NA	NA	NA	0.615841760549974	NA
PTPRE	NA	NA	NA	NA	1	NA
PTPRF	NA	NA	NA	NA	0.25942397947708	NA
PTPRG	NA	NA	NA	NA	0.339642558100342	NA
PTPRH	NA	NA	NA	NA	0.782511586778357	NA
PTPRJ	NA	NA	NA	NA	0.770673882556687	NA
PTPRK	NA	NA	NA	NA	0.587500620004906	NA
PTPRM	NA	NA	NA	NA	0.503594236281824	NA
PTPRN	NA	NA	NA	NA	1	NA
PTPRN2	NA	NA	NA	NA	1	NA
PTPRO	NA	NA	NA	NA	0.888006885506871	NA
PTPRQ	NA	NA	NA	NA	0.184429651195499	NA
PTPRR	NA	NA	NA	NA	1	NA
PTPRS	NA	NA	NA	NA	0.890266353324527	NA
PTPRT	NA	NA	NA	NA	0.823152202150148	NA
PTPRU	NA	NA	NA	NA	0.891419342883758	NA
PTPRZ1	NA	NA	NA	NA	0.796012004486	NA
PTRF	NA	NA	NA	NA	1	NA
PTRH1	NA	NA	NA	NA	1	NA
PTTG1	NA	NA	NA	NA	1	NA
PTTG1IP	NA	NA	NA	NA	1	NA
PTTG2	NA	NA	NA	NA	1	NA
PTX3	NA	NA	NA	NA	0.211031592061015	NA
PTX4	NA	NA	NA	NA	1	NA
PUF60	NA	NA	NA	NA	1	NA
PUM1	NA	NA	NA	NA	0.940466273485182	NA
PUM2	NA	NA	NA	NA	0.429947578853517	NA
PURA	NA	NA	NA	NA	0.967617184409448	NA
PURB	NA	NA	NA	NA	0.878319132742802	NA
PURG	NA	NA	NA	NA	1	NA
PUS1	NA	NA	NA	NA	1	NA
PUS3	NA	NA	NA	NA	0.907232720961415	NA
PUS7	NA	NA	NA	NA	0.796012004486	NA
PUS7L	NA	NA	NA	NA	0.650006772326002	NA
PVALB	NA	NA	NA	NA	1	NA
PVR	NA	NA	NA	NA	1	NA
PVRL1	NA	NA	NA	NA	1	NA
PVRL2	NA	NA	NA	NA	0.926743239004447	NA
PVRL3	NA	NA	NA	NA	0.335341418324375	NA
PVRL4	NA	NA	NA	NA	0.39365050250754	NA
PWP1	NA	NA	NA	NA	1	NA
PWP2	NA	NA	NA	NA	1	NA
PWWP2A	NA	NA	NA	NA	1	NA
PWWP2B	NA	NA	NA	NA	0.277564896645086	NA
PXDC1	NA	NA	NA	NA	1	NA
PXDN	NA	NA	NA	NA	0.687547715371222	NA
PXDNL	NA	NA	NA	NA	0.0154113938131482	NA
PXK	NA	NA	NA	NA	0.772162537240481	NA
PXMP2	NA	NA	NA	NA	0.324847895119184	NA
PXMP4	NA	NA	NA	NA	0.867677893875579	NA
PXN	NA	NA	NA	NA	0.521827230381226	NA
PYCARD	NA	NA	NA	NA	1	NA
PYCR1	NA	NA	NA	NA	1	NA
PYCR2	NA	NA	NA	NA	1	NA
PYCRL	NA	NA	NA	NA	1	NA
PYDC1	NA	NA	NA	NA	1	NA
PYDC2	NA	NA	NA	NA	1	NA
PYGB	NA	NA	NA	NA	1	NA
PYGL	NA	NA	NA	NA	1	NA
PYGM	NA	NA	NA	NA	1	NA
PYGO1	NA	NA	NA	NA	1	NA
PYGO2	NA	NA	NA	NA	1	NA
PYHIN1	NA	NA	NA	NA	1	NA
PYROXD1	NA	NA	NA	NA	1	NA
PYROXD2	NA	NA	NA	NA	1	NA
PYY	NA	NA	NA	NA	1	NA
PZP	NA	NA	NA	NA	0.215365252982221	NA
QARS	NA	NA	NA	NA	1	NA
QDPR	NA	NA	NA	NA	1	NA
QKI	NA	NA	NA	NA	0.864991395269453	NA
QPCT	NA	NA	NA	NA	1	NA
QPCTL	NA	NA	NA	NA	0.0630838615256758	NA
QPRT	NA	NA	NA	NA	1	NA
QRFP	NA	NA	NA	NA	1	NA
QRFPR	NA	NA	NA	NA	1	NA
QRICH1	NA	NA	NA	NA	1	NA
QRICH2	NA	NA	NA	NA	0.494665286653018	NA
QRSL1	NA	NA	NA	NA	1	NA
QSER1	NA	NA	NA	NA	0.925294796451731	NA
QSOX1	NA	NA	NA	NA	1	NA
QSOX2	NA	NA	NA	NA	1	NA
QTRT1	NA	NA	NA	NA	0.693711177952445	NA
QTRTD1	NA	NA	NA	NA	1	NA
R3HCC1L	NA	NA	NA	NA	1	NA
R3HDM1	NA	NA	NA	NA	1	NA
R3HDM2	NA	NA	NA	NA	0.629538622098838	NA
R3HDM4	NA	NA	NA	NA	1	NA
R3HDML	NA	NA	NA	NA	1	NA
RAB10	NA	NA	NA	NA	1	NA
RAB11B	NA	NA	NA	NA	0.699605247671296	NA
RAB11FIP1	NA	NA	NA	NA	1	NA
RAB11FIP2	NA	NA	NA	NA	1	NA
RAB11FIP3	NA	NA	NA	NA	1	NA
RAB11FIP4	NA	NA	NA	NA	0.326021933687008	NA
RAB11FIP5	NA	NA	NA	NA	1	NA
RAB12	NA	NA	NA	NA	0.903321402823387	NA
RAB13	NA	NA	NA	NA	1	NA
RAB15	NA	NA	NA	NA	1	NA
RAB17	NA	NA	NA	NA	1	NA
RAB18	NA	NA	NA	NA	0.955555058139075	NA
RAB19	NA	NA	NA	NA	1	NA
RAB1A	NA	NA	NA	NA	1	NA
RAB1B	NA	NA	NA	NA	1	NA
RAB20	NA	NA	NA	NA	1	NA
RAB21	NA	NA	NA	NA	0.958800227659141	NA
RAB22A	NA	NA	NA	NA	0.811986085184239	NA
RAB23	NA	NA	NA	NA	1	NA
RAB24	NA	NA	NA	NA	1	NA
RAB25	NA	NA	NA	NA	1	NA
RAB26	NA	NA	NA	NA	1	NA
RAB27A	NA	NA	NA	NA	1	NA
RAB27B	NA	NA	NA	NA	1	NA
RAB28	NA	NA	NA	NA	1	NA
RAB2A	NA	NA	NA	NA	0.97834862504554	NA
RAB2B	NA	NA	NA	NA	1	NA
RAB30	NA	NA	NA	NA	0.605988501850924	NA
RAB31	NA	NA	NA	NA	1	NA
RAB32	NA	NA	NA	NA	1	NA
RAB33A	NA	NA	NA	NA	0.54351472782387	NA
RAB33B	NA	NA	NA	NA	1	NA
RAB34	NA	NA	NA	NA	1	NA
RAB35	NA	NA	NA	NA	0.682063461293405	NA
RAB36	NA	NA	NA	NA	1	NA
RAB37	NA	NA	NA	NA	0.959150479255599	NA
RAB38	NA	NA	NA	NA	1	NA
RAB39A	NA	NA	NA	NA	1	NA
RAB39B	NA	NA	NA	NA	1	NA
RAB3A	NA	NA	NA	NA	1	NA
RAB3B	NA	NA	NA	NA	1	NA
RAB3C	NA	NA	NA	NA	1	NA
RAB3D	NA	NA	NA	NA	0.720290439832526	NA
RAB3GAP1	NA	NA	NA	NA	1	NA
RAB3GAP2	NA	NA	NA	NA	0.440408429160086	NA
RAB3IL1	NA	NA	NA	NA	1	NA
RAB3IP	NA	NA	NA	NA	0.869976941318371	NA
RAB40A	NA	NA	NA	NA	1	NA
RAB40AL	NA	NA	NA	NA	0.814643379036109	NA
RAB40B	NA	NA	NA	NA	0.985389228879533	NA
RAB40C	NA	NA	NA	NA	0.669128005382635	NA
RAB41	NA	NA	NA	NA	1	NA
RAB42	NA	NA	NA	NA	1	NA
RAB43	NA	NA	NA	NA	1	NA
RAB4A	NA	NA	NA	NA	1	NA
RAB4B	NA	NA	NA	NA	1	NA
RAB5A	NA	NA	NA	NA	0.857527052021976	NA
RAB5B	NA	NA	NA	NA	1	NA
RAB5C	NA	NA	NA	NA	0.317579914773194	NA
RAB6A	NA	NA	NA	NA	1	NA
RAB6B	NA	NA	NA	NA	1	NA
RAB6C	NA	NA	NA	NA	1	NA
RAB7A	NA	NA	NA	NA	0.640077583702863	NA
RAB7L1	NA	NA	NA	NA	1	NA
RAB8A	NA	NA	NA	NA	1	NA
RAB8B	NA	NA	NA	NA	1	NA
RAB9A	NA	NA	NA	NA	1	NA
RAB9B	NA	NA	NA	NA	0.573241205535833	NA
RABAC1	NA	NA	NA	NA	0.976469032072216	NA
RABEP1	NA	NA	NA	NA	1	NA
RABEP2	NA	NA	NA	NA	1	NA
RABEPK	NA	NA	NA	NA	0.883005978612955	NA
RABGAP1	NA	NA	NA	NA	0.903321402823387	NA
RABGAP1L	NA	NA	NA	NA	0.82622126871155	NA
RABGGTA	NA	NA	NA	NA	0.601606107256864	NA
RABGGTB	NA	NA	NA	NA	1	NA
RABIF	NA	NA	NA	NA	1	NA
RABL2A	NA	NA	NA	NA	1	NA
RABL2B	NA	NA	NA	NA	1	NA
RABL3	NA	NA	NA	NA	1	NA
RABL5	NA	NA	NA	NA	1	NA
RABL6	NA	NA	NA	NA	1	NA
RAC1	NA	NA	NA	NA	5.78150241130446e-06	NA
RAC2	NA	NA	NA	NA	1	NA
RAC3	NA	NA	NA	NA	1	NA
RACGAP1	NA	NA	NA	NA	1	NA
RAD1	NA	NA	NA	NA	1	NA
RAD17	NA	NA	NA	NA	0.563555891657972	NA
RAD18	NA	NA	NA	NA	1	NA
RAD21	NA	NA	NA	NA	0.926743239004447	NA
RAD21L1	NA	NA	NA	NA	1	NA
RAD23A	NA	NA	NA	NA	0.475990557587612	NA
RAD23B	NA	NA	NA	NA	0.887176167935035	NA
RAD50	NA	NA	NA	NA	1	NA
RAD51	NA	NA	NA	NA	1	NA
RAD51AP1	NA	NA	NA	NA	1	NA
RAD51AP2	NA	NA	NA	NA	0.562866736319967	NA
RAD51B	NA	NA	NA	NA	1	NA
RAD51C	NA	NA	NA	NA	1	NA
RAD51D	NA	NA	NA	NA	1	NA
RAD52	NA	NA	NA	NA	1	NA
RAD54B	NA	NA	NA	NA	0.584043203967011	NA
RAD54L	NA	NA	NA	NA	0.668415380078349	NA
RAD54L2	NA	NA	NA	NA	1	NA
RAD9A	NA	NA	NA	NA	0.612869928263317	NA
RAD9B	NA	NA	NA	NA	1	NA
RADIL	NA	NA	NA	NA	0.596442205323286	NA
RAE1	NA	NA	NA	NA	1	NA
RAET1E	NA	NA	NA	NA	1	NA
RAET1G	NA	NA	NA	NA	1	NA
RAET1L	NA	NA	NA	NA	0.813062703604575	NA
RAF1	NA	NA	NA	NA	0.870611658169222	NA
RAG1	NA	NA	NA	NA	0.986872576692379	NA
RAG2	NA	NA	NA	NA	0.852784566602534	NA
RAI1	NA	NA	NA	NA	0.747233916998574	NA
RAI14	NA	NA	NA	NA	0.964261338537193	NA
RAI2	NA	NA	NA	NA	1	NA
RALA	NA	NA	NA	NA	0.748062046965519	NA
RALB	NA	NA	NA	NA	0.190745731766503	NA
RALBP1	NA	NA	NA	NA	1	NA
RALGAPA1	NA	NA	NA	NA	1	NA
RALGAPA2	NA	NA	NA	NA	0.171354812291594	NA
RALGAPB	NA	NA	NA	NA	0.220390429774222	NA
RALGDS	NA	NA	NA	NA	0.937046613026141	NA
RALGPS1	NA	NA	NA	NA	1	NA
RALGPS2	NA	NA	NA	NA	1	NA
RALY	NA	NA	NA	NA	1	NA
RALYL	NA	NA	NA	NA	0.577665727704453	NA
RAMP1	NA	NA	NA	NA	0.823152202150148	NA
RAMP3	NA	NA	NA	NA	1	NA
RAN	NA	NA	NA	NA	0.969715025047912	NA
RANBP1	NA	NA	NA	NA	1	NA
RANBP10	NA	NA	NA	NA	0.353260194857958	NA
RANBP17	NA	NA	NA	NA	1	NA
RANBP2	NA	NA	NA	NA	0.480592921153768	NA
RANBP3	NA	NA	NA	NA	0.661533753338447	NA
RANBP3L	NA	NA	NA	NA	1	NA
RANBP6	NA	NA	NA	NA	1	NA
RANBP9	NA	NA	NA	NA	1	NA
RANGAP1	NA	NA	NA	NA	1	NA
RAP1A	NA	NA	NA	NA	0.823152202150148	NA
RAP1B	NA	NA	NA	NA	1	NA
RAP1GAP	NA	NA	NA	NA	0.949808303431322	NA
RAP1GAP2	NA	NA	NA	NA	1	NA
RAP1GDS1	NA	NA	NA	NA	0.9706698548343	NA
RAP2A	NA	NA	NA	NA	1	NA
RAP2B	NA	NA	NA	NA	1	NA
RAP2C	NA	NA	NA	NA	1	NA
RAPGEF1	NA	NA	NA	NA	0.98276658248897	NA
RAPGEF2	NA	NA	NA	NA	1	NA
RAPGEF3	NA	NA	NA	NA	0.393138384594304	NA
RAPGEF4	NA	NA	NA	NA	0.818809065393027	NA
RAPGEF5	NA	NA	NA	NA	0.600064383732128	NA
RAPGEF6	NA	NA	NA	NA	1	NA
RAPGEFL1	NA	NA	NA	NA	1	NA
RAPH1	NA	NA	NA	NA	0.884495717571851	NA
RAPSN	NA	NA	NA	NA	1	NA
RARA	NA	NA	NA	NA	0.981828940146537	NA
RARB	NA	NA	NA	NA	1	NA
RARG	NA	NA	NA	NA	0.934131767754641	NA
RARRES1	NA	NA	NA	NA	1	NA
RARRES2	NA	NA	NA	NA	1	NA
RARRES3	NA	NA	NA	NA	1	NA
RARS	NA	NA	NA	NA	1	NA
RARS2	NA	NA	NA	NA	1	NA
RASA1	NA	NA	NA	NA	0.334555929735411	NA
RASA2	NA	NA	NA	NA	0.493670651372491	NA
RASA3	NA	NA	NA	NA	1	NA
RASA4B	NA	NA	NA	NA	0.998370070689082	NA
RASAL1	NA	NA	NA	NA	1	NA
RASAL2	NA	NA	NA	NA	0.800659707667505	NA
RASAL3	NA	NA	NA	NA	0.784376787732586	NA
RASD1	NA	NA	NA	NA	1	NA
RASD2	NA	NA	NA	NA	0.986147992958219	NA
RASEF	NA	NA	NA	NA	0.585082747325166	NA
RASGEF1A	NA	NA	NA	NA	1	NA
RASGEF1B	NA	NA	NA	NA	1	NA
RASGEF1C	NA	NA	NA	NA	0.831810609410047	NA
RASGRF1	NA	NA	NA	NA	0.832071869441951	NA
RASGRF2	NA	NA	NA	NA	0.991645333492376	NA
RASGRP1	NA	NA	NA	NA	0.704784874070995	NA
RASGRP2	NA	NA	NA	NA	0.508604816025659	NA
RASGRP3	NA	NA	NA	NA	1	NA
RASGRP4	NA	NA	NA	NA	0.398309298883155	NA
RASIP1	NA	NA	NA	NA	1	NA
RASL10A	NA	NA	NA	NA	1	NA
RASL10B	NA	NA	NA	NA	0.976413024992807	NA
RASL11A	NA	NA	NA	NA	1	NA
RASL11B	NA	NA	NA	NA	1	NA
RASL12	NA	NA	NA	NA	1	NA
RASSF1	NA	NA	NA	NA	0.95324631407342	NA
RASSF2	NA	NA	NA	NA	0.55814134594819	NA
RASSF3	NA	NA	NA	NA	1	NA
RASSF4	NA	NA	NA	NA	0.959150479255599	NA
RASSF5	NA	NA	NA	NA	0.930055338206242	NA
RASSF6	NA	NA	NA	NA	0.74767311975564	NA
RASSF7	NA	NA	NA	NA	1	NA
RASSF8	NA	NA	NA	NA	0.664424840055501	NA
RASSF9	NA	NA	NA	NA	1	NA
RAVER1	NA	NA	NA	NA	0.0217288571391901	NA
RAVER2	NA	NA	NA	NA	1	NA
RAX	NA	NA	NA	NA	0.592314469423332	NA
RAX2	NA	NA	NA	NA	0.883410542349062	NA
RB1	NA	NA	NA	NA	0.780813890676898	NA
RB1CC1	NA	NA	NA	NA	0.628660977752241	NA
RBAK	NA	NA	NA	NA	0.163071330561536	NA
RBBP4	NA	NA	NA	NA	0.897935931618947	NA
RBBP5	NA	NA	NA	NA	0.864991395269453	NA
RBBP6	NA	NA	NA	NA	0.507384156204935	NA
RBBP7	NA	NA	NA	NA	0.606722390257128	NA
RBBP8	NA	NA	NA	NA	0.277564896645086	NA
RBBP8NL	NA	NA	NA	NA	0.999056845693094	NA
RBBP9	NA	NA	NA	NA	1	NA
RBCK1	NA	NA	NA	NA	1	NA
RBFA	NA	NA	NA	NA	1	NA
RBFOX1	NA	NA	NA	NA	0.954434580795398	NA
RBFOX2	NA	NA	NA	NA	0.790450246467594	NA
RBKS	NA	NA	NA	NA	1	NA
RBL1	NA	NA	NA	NA	0.991645333492376	NA
RBL2	NA	NA	NA	NA	1	NA
RBM10	NA	NA	NA	NA	0.792898158156687	NA
RBM11	NA	NA	NA	NA	0.930055338206242	NA
RBM12	NA	NA	NA	NA	0.61690370439427	NA
RBM12B	NA	NA	NA	NA	0.793575415293981	NA
RBM14	NA	NA	NA	NA	0.560096205163978	NA
RBM14-RBM4	NA	NA	NA	NA	0.884495717571851	NA
RBM15	NA	NA	NA	NA	1	NA
RBM15B	NA	NA	NA	NA	0.929244495217574	NA
RBM17	NA	NA	NA	NA	1	NA
RBM18	NA	NA	NA	NA	1	NA
RBM19	NA	NA	NA	NA	0.97712945159484	NA
RBM20	NA	NA	NA	NA	1	NA
RBM22	NA	NA	NA	NA	1	NA
RBM23	NA	NA	NA	NA	0.991645333492376	NA
RBM24	NA	NA	NA	NA	1	NA
RBM25	NA	NA	NA	NA	0.743577243768472	NA
RBM26	NA	NA	NA	NA	0.665055440110436	NA
RBM27	NA	NA	NA	NA	1	NA
RBM28	NA	NA	NA	NA	0.90248369873885	NA
RBM3	NA	NA	NA	NA	1	NA
RBM33	NA	NA	NA	NA	1	NA
RBM34	NA	NA	NA	NA	0.557856540548248	NA
RBM38	NA	NA	NA	NA	1	NA
RBM39	NA	NA	NA	NA	1	NA
RBM4	NA	NA	NA	NA	0.508604816025659	NA
RBM41	NA	NA	NA	NA	0.810791788593104	NA
RBM42	NA	NA	NA	NA	1	NA
RBM43	NA	NA	NA	NA	1	NA
RBM44	NA	NA	NA	NA	0.353260194857958	NA
RBM45	NA	NA	NA	NA	1	NA
RBM46	NA	NA	NA	NA	0.676806120297316	NA
RBM47	NA	NA	NA	NA	0.586587522284518	NA
RBM48	NA	NA	NA	NA	0.790450246467594	NA
RBM4B	NA	NA	NA	NA	1	NA
RBM5	NA	NA	NA	NA	0.908526657307874	NA
RBM6	NA	NA	NA	NA	1	NA
RBM7	NA	NA	NA	NA	1	NA
